"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2023","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"A1160030",47.7353337,7.3224824,666,"site",2023-09-04,"L'Ill à Brunstatt et à Didenheim et à Mulhouse",1116.71428571429,1726.84761904762,-35.3322045676402,"inf à -15%","#fdbe85","-35,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-35,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1250200",47.745487,7.232178,180,"site",2023-09-04,"La Doller à Reiningue",666,1032.3619047619,-35.4877396261921,"inf à -15%","#fdbe85","-35,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-35,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1430200",47.8414983,7.0713261,159,"site",2023-09-04,"La Thur à Willer-sur-Thur",2011.71428571429,1927.58571428571,4.36445294261557,"0 et 15%","#eff3ff","+4,4%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1520200",47.9110772,7.2120388,79.9,"site",2023-09-04,"La Lauch à Guebwiller",232.857142857143,354.761904761905,-34.3624161073826,"inf à -15%","#fdbe85","-34,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-34,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2140100",48.1597127,7.3697076,447,"site",2023-09-04,"La Fecht à Ostheim",1028.28571428571,1727.91428571429,-40.4897729715433,"inf à -40%","#fd8d3c","-40,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2350200",48.271858,7.4597365,260,"site",2023-08-31,"Le Giessen à Sélestat",213.714285714286,525.904761904762,-59.3625498007968,"inf à -40%","#fd8d3c","-59,4%","Débit moyen au 31 août 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-59,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2860110",48.5587133,7.6369415,680,"site",2023-09-04,"La Bruche à Holtzheim et à Oberschaeffolsheim",1410.28571428571,1841.05238095238,-23.3978495736136,"inf à -15%","#fdbe85","-23,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-23,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3020090",48.9581177,8.1958142,49300,"site",2023-09-04,"Le Rhin à Lauterbourg",1513705.71428571,1202431.33516484,25.8870814505343,"sup à 15%","#c6dbef","+25,9%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+25,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3300100",48.8223881,7.7425935,622,"site",2023-09-04,"La Moder à Schweighouse-sur-Moder [aval]",2594.14285714286,2822.92857142857,-8.10455201032348,"inf à 0%","#feedde","-8,1%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-8,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3480200",48.7496335,7.6336816,688,"site",2023-09-04,"La Zorn à Waltenheim-sur-Zorn",1604,2704.69047619048,-40.6956169617156,"inf à -40%","#fd8d3c","-40,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A4050620",47.9094445,6.6859184,152,"site",2023-09-04,"La Moselle à Rupt-sur-Moselle",1134.28571428571,1706.6380952381,-33.5368337639585,"inf à -15%","#fdbe85","-33,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-33,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A5261020",48.3032584,6.1363646,381,"site",2023-09-04,"Le Madon à Mirecourt",501.142857142857,950.209523809524,-47.259752235096,"inf à -40%","#fd8d3c","-47,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-47,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6051020",48.284422,6.9568972,374,"site",2023-09-04,"La Meurthe à Saint-Dié-des-Vosges",1376.71428571429,2468.80476190476,-44.2355950151315,"inf à -40%","#fd8d3c","-44,2%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6761010",48.5632246,6.3839433,2280,"site",2023-09-04,"La Meurthe à Damelevières",7564.71428571429,11464.0333333333,-34.0135006087359,"inf à -15%","#fdbe85","-34,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-34,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"A7010610",48.7896678,6.1217504,6830,"site",2023-09-04,"La Moselle à Custines",16732.7142857143,33273.019047619,-49.7108625407057,"inf à -40%","#fd8d3c","-49,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-49,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A7821010",48.8882711,6.2277878,925,"site",2023-09-04,"La Seille à Nomeny",1065,1826.38571428571,-41.6881115708619,"inf à -40%","#fd8d3c","-41,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-41,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A8500610",49.3167161,6.1727187,10770,"site",2023-09-04,"La Moselle à Uckange",25622.1428571429,36823.5666666667,-30.4191712631235,"inf à -15%","#fdbe85","-30,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-30,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9021020",48.7371722,7.0500521,262,"site",2023-09-04,"La Sarre à Sarrebourg",1147.57142857143,942.369047619048,21.7751613840499,"sup à 15%","#c6dbef","+21,8%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+21,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9091060",48.9697779,7.0389746,879,"site",2023-09-04,"La Sarre à Keskastel",1966.28571428571,2499.43333333333,-21.3307397295769,"inf à -15%","#fdbe85","-21,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9260001",49.0004681,7.1302871,277,"site",2023-09-04,"L'Eichel à Oermingen",489.428571428571,767.119047619048,-36.1991371550949,"inf à -15%","#fdbe85","-36,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-36,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9301080",49.0532252,7.1500656,1716,"site",2023-09-04,"La Sarre à Wittring",3605.14285714286,4038.44720496894,-10.729479075347,"inf à 0%","#feedde","-10,7%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"B0220010",48.2410111,5.6142568,364,"site",2023-09-04,"La Meuse à Goncourt",126.857142857143,284.019047619048,-55.3349875930521,"inf à -40%","#fd8d3c","-55,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-55,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"B1282010",48.4027429,5.7331563,443,"site",2023-09-04,"Le Vair à Soulosse-sous-Saint-Élophe",619.857142857143,703.395238095238,-11.8764089822832,"inf à 0%","#feedde","-11,9%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"B2220010",48.8709923,5.5306337,2540,"site",2023-09-04,"La Meuse à Saint-Mihiel",5301.57142857143,4825.17619047619,9.87311590891826,"0 et 15%","#eff3ff","+9,9%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+9,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"B3150020",49.4943468,5.1788505,3919,"site",2023-09-04,"La Meuse à Stenay",11381.5714285714,11797.8,-3.52801854098729,"inf à 0%","#feedde","-3,5%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-3,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"B4001010",49.5369834,5.8034355,158,"site",2023-09-04,"La Chiers à Longlaville",1007,907.059523809524,11.0180725263475,"0 et 15%","#eff3ff","+11,0%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"B4631010",49.6293679,5.1588599,1986,"site",2023-09-04,"La Chiers à Carignan",12079.7142857143,10680.3238095238,13.1025098222457,"0 et 15%","#eff3ff","+13,1%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+13,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"B5020010",49.7013341,4.9360607,6521,"site",2023-09-04,"La Meuse à Sedan",29160.2857142857,37279.0934065934,-21.7784472485904,"inf à -15%","#fdbe85","-21,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"B5322010",49.7277958,4.7140665,126,"site",2023-09-04,"La Vence à la Francheville",881.857142857143,884.771428571429,-0.329382891465146,"inf à 0%","#feedde","-0,3%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-0,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"B7200000",50.0890491,4.7825797,10141,"site",2023-09-04,"La Meuse à Chooz",47459.1428571429,45359.1095238095,4.62979400473254,"0 et 15%","#eff3ff","+4,6%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"D0137010",50.0608187,3.928898,156,"site",2023-09-04,"L'Helpe Mineure à Étrœungt",499.571428571429,835.452380952381,-40.203482572886,"inf à -40%","#fd8d3c","-40,2%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"D0206010",50.2628926,3.9970719,115,"site",2023-09-04,"La Solre à Ferrière-la-Grande",405.571428571429,800.323809523809,-49.3240831092176,"inf à -40%","#fd8d3c","-49,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-49,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1727510",50.3042864,3.4518095,173,"site",2023-09-04,"L'Ecaillon à Thiant",644.428571428571,730.466666666667,-11.7785108019662,"inf à 0%","#feedde","-11,8%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1766010",50.3299785,3.5317071,88.4,"site",2023-09-04,"La Rhonelle à Aulnoy-lez-Valenciennes",369.142857142857,381.747619047619,-3.30185737273445,"inf à 0%","#feedde","-3,3%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-3,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"E1827020",50.4392837,3.6341089,240,"site",2023-09-04,"La Hogneau à Thivencelle",1122.14285714286,876.214285714286,28.0671720877153,"sup à 15%","#c6dbef","+28,1%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+28,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"E2367410",50.4332796,3.2258421,52,"site",2023-09-04,"Le courant de Coutiches à Flines-lez-Raches",87.5714285714286,114.995238095238,-23.8477783759161,"inf à -15%","#fdbe85","-23,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-23,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3511220",50.6185143,2.2150552,161,"site",2023-09-04,"La Lys à Delettes",1005.28571428571,1132.69523809524,-11.2483499112951,"inf à 0%","#feedde","-11,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3518510",50.6123407,2.3607169,80,"site",2023-09-04,"La Laquette à Witternesse",293,244.366666666667,19.9017869322055,"sup à 15%","#c6dbef","+19,9%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+19,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E3646210",50.5945224,2.5659642,156,"site",2023-09-04,"La Clarence à Robecq",653.714285714286,698.528571428571,-6.41552651491902,"inf à 0%","#feedde","-6,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-6,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E4035710",50.7089122,2.2454521,392,"site",2023-09-04,"L'Aa à Wizernes",4907.42857142857,2979.79047619048,64.6903905036465,"sup à 50%","#9ecae1","+64,7%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+64,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"E4306010",50.800441,2.029515,105,"site",2023-09-04,"La Hem à Tournehem-sur-la-Hem [Guémy]",1287.57142857143,568.880952380952,126.334072740971,"sup à 100%","#6baed6","+126,3%","Débit moyen au 4 septembre 2023: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+126,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"E4905710",50.8990486,2.5415063,239,"site",2023-09-04,"L'Yser à Bambecque",2163.57142857143,573.447619047619,277.291901946456,"sup à 200%","#3182bd","+277,3%","Débit moyen au 4 septembre 2023: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+277,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5105710",50.7999653,1.7292283,38.4,"site",2023-09-04,"La Slack à Rinxent",432,919.985714285714,-53.042749111011,"inf à -40%","#fd8d3c","-53,0%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-53,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5205710",50.7640552,1.6295523,74,"site",2023-09-04,"Le Wimereux à Wimille",1076.57142857143,318.1,238.438047334621,"sup à 200%","#3182bd","+238,4%","Débit moyen au 4 septembre 2023: <span style='background: #3182bd; display: inline-block; padding: 2px; padding-bottom:0'>+238,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5300210",50.6812038,1.7675795,100,"site",2023-09-04,"La Liane à Wirwignes",4053.85714285714,735.557142857143,451.127425275301,"sup à 300%","#08519c","+451,1%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+451,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5400310",50.4482377,1.8308383,918,"site",2023-09-04,"La Canche à Brimeux",10445.8571428571,9415.53333333333,10.9428087931691,"0 et 15%","#eff3ff","+10,9%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+10,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5406510",50.3797323,2.0375339,345,"site",2023-09-04,"La Ternoise à Hesdin",3367,3676.87619047619,-8.42770260469548,"inf à 0%","#feedde","-8,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-8,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E5505720",50.3044874,1.9186164,796,"site",2023-09-04,"L'Authie à Dompierre-sur-Authie",7750.42857142857,6459.30952380952,19.9884994341869,"sup à 15%","#c6dbef","+20,0%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+20,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6406010",49.7693567,2.4862202,624,"site",2023-09-04,"L'Avre à Moreuil",835.857142857143,1414.2,-40.8954078024931,"inf à -40%","#fd8d3c","-40,9%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6426010",49.8164989,2.2154995,540,"site",2023-09-04,"La Selle à Plachy-Buyon",2882.42857142857,3575.19523809524,-19.3770303586485,"inf à -15%","#fdbe85","-19,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-19,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6470910",50.0944961,1.8297481,5640,"site",2023-09-04,"La Somme canalisée à Abbeville",22347.4285714286,27215.8238095238,-17.8881053616741,"inf à -15%","#fdbe85","-17,9%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-17,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"E6498315",50.2760087,1.7250305,96,"site",2023-09-04,"La Maye à Arry",676.857142857143,587.174603174603,15.2735726643599,"sup à 15%","#c6dbef","+15,3%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+15,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F2320001",48.4876746,3.2350829,280,"site",2023-09-04,"La Voulzie à Jutigny",1135,1333.97619047619,-14.9160226319453,"inf à 0%","#feedde","-14,9%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-14,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"F3570001",48.1843782,3.4411346,866,"site",2023-09-04,"La Vanne à Pont-sur-Vanne",2404.14285714286,3355,-28.3414945710027,"inf à -15%","#fdbe85","-28,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-28,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4100006",47.8608251,2.8216659,409,"site",2023-09-04,"Le Loing à Montbouy",349.142857142857,465.242857142857,-24.9547087542605,"inf à -15%","#fdbe85","-25,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4110001",47.8627795,2.8708619,99,"site",2023-09-04,"L'Aveyron à la Chapelle-sur-Aveyron et à Montbouy",85,94.4142857142857,-9.97125132395217,"inf à 0%","#feedde","-10,0%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4150001",47.8855666,3.0912891,562,"site",2023-09-04,"L'Ouanne à Charny",712,842.809523809524,-15.5206508842308,"inf à -15%","#fdbe85","-15,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-15,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4160002",47.9483995,2.8462469,883,"site",2023-09-04,"L'Ouanne à Gy-les-Nonains",1596.85714285714,1615.90476190476,-1.1787587670184,"inf à 0%","#feedde","-1,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-1,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4220002",48.035451,2.7320479,2300,"site",2023-09-04,"Le Loing à Châlette-sur-Loing [Gué de Lancy]",1643,2861.3619047619,-42.5797905093478,"inf à -40%","#fd8d3c","-42,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-42,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4280001",48.1123246,2.7833823,270,"site",2023-09-04,"La Cléry à Ferrières-en-Gâtinais",800.714285714286,842.519480519481,-4.96192619539417,"inf à 0%","#feedde","-5,0%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-5,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4380001",48.2456478,2.8600907,163,"site",2023-09-04,"Le Lunain à Paley",168.571428571429,241.6,-30.2270577105012,"inf à -15%","#fdbe85","-30,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-30,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4380002",48.3290117,2.7746653,252,"site",2023-09-04,"Le Lunain à Épisy",196.285714285714,375.552380952381,-47.7341313113383,"inf à -40%","#fd8d3c","-47,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-47,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4390001",48.3367005,2.7872496,3900,"site",2023-09-04,"Le Loing à Épisy",6162.85714285714,7223.1380952381,-14.6789517021688,"inf à 0%","#feedde","-14,7%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-14,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4450001",48.5696828,2.7855448,181,"site",2023-09-04,"Le ru d'Ancoeur à Blandy",19.8571428571429,39.1333333333333,-49.2577269408614,"inf à -40%","#fd8d3c","-49,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-49,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4530001",48.4643623,2.3475969,901,"site",2023-09-04,"L'Essonne à la Ferté-Alais et à Guigneville-sur-Essonne",2159.28571428571,2697.72857142857,-19.9591190472409,"inf à -15%","#fdbe85","-20,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-20,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4590001",48.5379476,2.373666,1870,"site",2023-09-04,"L'Essonne à Ballancourt-sur-Essonne",5454.57142857143,6466.68907563025,-15.651249584165,"inf à -15%","#fdbe85","-15,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-15,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4610001",48.5449715,2.1143999,105,"site",2023-09-04,"L'Orge à Saint-Chéron et à Sermaise",140.857142857143,191.138095238095,-26.3060863499338,"inf à -15%","#fdbe85","-26,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4620001",48.5691848,2.0329859,147,"site",2023-09-04,"La Rémarde à Saint-Cyr-sous-Dourdan",186.285714285714,291.171428571429,-36.0219801785891,"inf à -15%","#fdbe85","-36,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-36,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4640002",48.6658143,2.3188621,632,"site",2023-09-04,"L'Orge à Épinay-sur-Orge",1354.14285714286,1115.69047619048,21.3726285238693,"sup à 15%","#c6dbef","+21,4%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+21,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4660001",48.7011711,2.2339735,224,"site",2023-09-04,"L'Yvette à Villebon-sur-Yvette",498.285714285714,735.266666666667,-32.2306128000208,"inf à -15%","#fdbe85","-32,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4670001",48.6678895,2.3424102,922,"site",2023-09-04,"L'Orge à Morsang-sur-Orge",1448.57142857143,1971.50952380952,-26.5247562298164,"inf à -15%","#fdbe85","-26,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4740001",48.6482366,2.9011092,429,"site",2023-09-04,"L'Yerres à Courtomer",88.1428571428571,95.1666666666667,-7.38053540155124,"inf à 0%","#feedde","-7,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-7,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4860001",48.7290123,2.609493,55.4,"site",2023-09-04,"Le Reveillon à Férolles-Attilly",15.8571428571429,61.2,-74.0896358543417,"inf à -60%","#e6550d","-74,1%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-74,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"F4900001",48.7802385,2.4182955,30800,"site",2023-09-04,"La Seine à Alfortville et à Villeneuve-Saint-Georges et à Vitry-sur-Seine",84964.5714285714,97080.4377880184,-12.4802345719771,"inf à 0%","#feedde","-12,5%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-12,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6190001",49.0250739,3.5314625,454,"site",2023-09-04,"Le Surmelin à Saint-Eugène",671.857142857143,1167.60952380952,-42.4587476243687,"inf à -40%","#fd8d3c","-42,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-42,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6220004",48.9477051,3.1302061,8818,"site",2023-09-04,"La Marne à la Ferté-sous-Jouarre",49795.8571428571,51625.2751322751,-3.54364792193482,"inf à 0%","#feedde","-3,5%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-3,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6240002",48.8634092,3.5361924,354,"site",2023-09-04,"Le Petit Morin à Montmirail",370.285714285714,590.504761904762,-37.2933567730594,"inf à -15%","#fdbe85","-37,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-37,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6250001",48.9305492,3.151509,605,"site",2023-09-04,"Le Petit Morin à Jouarre",855.142857142857,1162.22380952381,-26.4218431824049,"inf à -15%","#fdbe85","-26,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"F6410001",49.0211641,2.9633179,167,"site",2023-09-04,"La Thérouanne à Congis-sur-Thérouanne",270.285714285714,413.638095238095,-34.6564744888562,"inf à -15%","#fdbe85","-34,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-34,7%</span> par rapport à la moyenne 1990-2020 à cette période."
