"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2023","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"L0314010",45.9561727,1.5783805,131.2,"site",2023-09-04,"La Vige à Saint-Martin-Sainte-Catherine",401.142857142857,833.833333333333,-51.8917221095914,"inf à -40%","#fd8d3c","-51,9%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-51,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0321510",45.9067673,1.412128,1030,"site",2023-09-04,"Le Taurion à Saint-Priest-Taurion [Le Chauvan]",3536.42857142857,6663.19047619048,-46.9258970749034,"inf à -40%","#fd8d3c","-46,9%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-46,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0400610",45.8257009,1.2695121,2317.06,"site",2023-09-04,"La Vienne à Limoges et au Palais-sur-Vienne",12015.8571428571,22041.9340659341,-45.4863756196982,"inf à -40%","#fd8d3c","-45,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-45,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0563010",45.7567654,1.2401199,603.09,"site",2023-09-04,"La Briance à Condat-sur-Vienne [Chambon Veyrinas]",934.142857142857,2047.11904761905,-54.3679270519546,"inf à -40%","#fd8d3c","-54,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-54,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0614020",45.8110682,1.189908,86.03,"site",2023-09-04,"L'Aurence à Isle",150.714285714286,432.25,-65.132611749153,"inf à -60%","#e6550d","-65,1%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-65,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0813010",45.913135,0.915545,296.78,"site",2023-09-04,"La Glane à Saint-Junien [Le Dérot]",209.571428571429,642.585714285714,-67.3862297414463,"inf à -60%","#e6550d","-67,4%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-67,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0914020",45.8431231,0.8878367,179.64,"site",2023-09-04,"La Gorre à Chaillac-sur-Vienne et à Rochechouart",99,315.866666666667,-68.6576614605319,"inf à -60%","#e6550d","-68,7%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-68,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"L0920610",45.8648417,0.7861847,4101.38,"site",2023-09-04,"La Vienne à Étagnac",14386.8571428571,56668.1047619048,-74.6120728700836,"inf à -60%","#e6550d","-74,6%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-74,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"L1400610",46.4046238,0.701432,5538.97,"site",2023-09-04,"La Vienne à Lussac-les-Châteaux",15906.7142857143,28126.480952381,-43.4457715750333,"inf à -40%","#fd8d3c","-43,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-43,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2201610",46.3782987,0.2514033,949.48,"site",2023-09-04,"Le Clain à Vivonne et à Voulon [Petit Allier]",933.857142857143,1327.4331797235,-29.6494047970337,"inf à -15%","#fdbe85","-29,6%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-29,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2253010",46.4349317,0.1555922,303.06,"site",2023-09-04,"La Vonne à Cloué [Pont de Cloué]",236.142857142857,337.595238095238,-30.0514845898865,"inf à -15%","#fdbe85","-30,1%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-30,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2313010",46.4350493,0.2874059,383.47,"site",2023-09-04,"La Clouère à Château-Larcher [Le Rozeau]",484.571428571429,578.347619047619,-16.2145027294508,"inf à -15%","#fdbe85","-16,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-16,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2321610",46.4401045,0.2859164,1806.22,"site",2023-09-04,"Le Clain à Vivonne [Danlot]",2946.57142857143,2164.31428571429,36.143417248617,"sup à 15%","#c6dbef","+36,1%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+36,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2334010",46.5233776,0.3721054,131.79,"site",2023-09-04,"Le Miosson à Smarves [La Bertandinière]",55.5714285714286,73.9761904761905,-24.8793047956228,"inf à -15%","#fdbe85","-24,9%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-24,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2341610",46.5777274,0.3516078,2091.18,"site",2023-09-04,"Le Clain à Poitiers",1981.57142857143,2952.3619047619,-32.8818250440324,"inf à -15%","#fdbe85","-32,9%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2404030",46.5798774,0.273563,177.03,"site",2023-09-04,"La Boivre à Vouneuil-sous-Biard [La Ribalière]",171,237.771428571429,-28.082191780822,"inf à -15%","#fdbe85","-28,1%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-28,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2443010",46.6236565,0.2569964,277.01,"site",2023-09-04,"L'Auxance à Quinçay [Rochecourbe]",120.428571428571,354.861904761905,-66.0632573368582,"inf à -60%","#e6550d","-66,1%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-66,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L2501610",46.7025559,0.4226122,2883.22,"site",2023-09-04,"Le Clain à Dissay",2761,13470.1142857143,-79.5027722747076,"inf à -60%","#e6550d","-79,5%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-79,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"L3123010",46.8122178,0.4946428,241.51,"site",2023-09-04,"L'Envigne à Thuré [Pont de Besse]",12.7142857142857,91.9028571428571,-86.1655163837593,"inf à -80%","#a63603","-86,2%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-86,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"L3200620",46.8770802,0.5635777,10050.61,"site",2023-09-04,"La Vienne à Ingrandes",19697.5714285714,36964.6095238095,-46.7123508612099,"inf à -40%","#fd8d3c","-46,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-46,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4010710",45.8883711,2.1672051,194.08,"site",2023-09-04,"La Creuse à Felletin",572.428571428571,864.566666666667,-33.7901178129424,"inf à -15%","#fdbe85","-33,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-33,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4033010",45.9319046,2.1772202,188.63,"site",2023-09-04,"La Rozeille à Moutier-Rozeille [Aubusson]",157.857142857143,444.685714285714,-64.5014135183757,"inf à -60%","#e6550d","-64,5%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-64,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4210710",46.2239243,1.9191654,946.92,"site",2023-09-04,"La Creuse à Glénic",863.428571428571,2550.90476190476,-66.1520655603054,"inf à -60%","#e6550d","-66,2%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-66,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4220710",46.3784257,1.6789258,1233.96,"site",2023-09-04,"La Creuse à Fresselines [Vervy]",1180.57142857143,2812.19523809524,-58.0195779944832,"inf à -40%","#fd8d3c","-58,0%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-58,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4411710",46.3859357,1.6889863,852.86,"site",2023-09-04,"La Petite Creuse à Fresselines [Puy Rageaud]",263.428571428571,1140.91428571429,-76.9107482720626,"inf à -60%","#e6550d","-76,9%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-76,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4653010",46.6659787,1.6268329,435.67,"site",2023-09-04,"La Bouzanne à Velles [Forges]",229.285714285714,441.095238095238,-48.0190003238692,"inf à -40%","#fd8d3c","-48,0%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-48,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"L4710710",46.6327236,1.2889939,3333.96,"site",2023-09-04,"La Creuse à Ciron [Scoury]",2697.85714285714,9299.84761904762,-70.9903080849251,"inf à -60%","#e6550d","-71,0%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-71,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5034010",46.0966582,1.4955536,129.06,"site",2023-09-04,"L'Ardour à Folles [Forgefer]",246.714285714286,509.942857142857,-51.6192290452711,"inf à -40%","#fd8d3c","-51,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-51,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5101810",46.113774,1.4332211,567.44,"site",2023-09-04,"La Gartempe à Folles [Pont Gibus]",1002.57142857143,2307.95714285714,-56.5602233267514,"inf à -40%","#fd8d3c","-56,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-56,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5134010",46.1508345,1.1421002,174.39,"site",2023-09-04,"La Semme à Droux",123.428571428571,332.909523809524,-62.9242894537342,"inf à -60%","#e6550d","-62,9%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-62,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5223020",46.1342965,1.0210373,285.31,"site",2023-09-04,"Le Vincou à Bellac [2]",249.714285714286,611.275862068965,-59.1486755473893,"inf à -40%","#fd8d3c","-59,1%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-59,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5301810",46.1839929,0.9484479,1399.77,"site",2023-09-04,"La Gartempe à Saint-Bonnet-de-Bellac",1730.71428571429,4864.28571428571,-64.4199706314243,"inf à -60%","#e6550d","-64,4%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-64,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5323010",46.2518122,0.998989,232.35,"site",2023-09-04,"La Brame à Oradour-Saint-Genest",24.7142857142857,297.461904761905,-91.6916131717547,"inf à -80%","#a63603","-91,7%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-91,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5411810",46.423275,0.8692468,1867.37,"site",2023-09-04,"La Gartempe à Montmorillon",1757.71428571429,24392.4047619048,-92.7940098449849,"inf à -80%","#a63603","-92,8%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-92,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"L5623010",46.3550262,1.2588828,185.35,"site",2023-09-04,"La Benaize à Jouac",47,204.17619047619,-76.9806656249271,"inf à -60%","#e6550d","-77,0%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-77,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"L6020710",46.9094559,0.7039446,7996.09,"site",2023-09-04,"La Creuse à Leugny",7568,17006.7476190476,-55.5000158200512,"inf à -40%","#fd8d3c","-55,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-55,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"L7000610",47.0501017,0.5448657,19851.96,"site",2023-09-04,"La Vienne à Nouâtre et à Pouzay",28135.5714285714,61043.7795918367,-53.9091917035656,"inf à -40%","#fd8d3c","-53,9%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-53,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"L7123010",47.1009521,0.3059661,406.79,"site",2023-09-04,"La Veude à Lémeré [Moulin de Coutureau]",93.2857142857143,295.584415584416,-68.4402460456942,"inf à -60%","#e6550d","-68,4%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-68,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8000010",47.2624182,-0.0754286,81200,"site",2023-09-04,"La Loire à Montsoreau et à Saumur",101267.714285714,183033.70952381,-44.6726427884911,"inf à -40%","#fd8d3c","-44,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8134010",46.7285415,-0.2191766,64.13,"site",2023-07-17,"Le Cébron à Gourgé [Le Champ des Balastières]",14.7142857142857,96.7428571428571,-84.7903130537508,"inf à -80%","#a63603","-84,8%","Débit moyen au 17 juillet 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-84,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8134020",46.7742921,-0.191109,160.48,"site",2023-09-04,"Le Cébron à Saint-Loup-Lamairé [Puy Terrier]",164,699.6,-76.5580331618067,"inf à -60%","#e6550d","-76,6%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-76,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8213010",46.9229406,-0.186861,298.82,"site",2023-09-04,"Le Thouaret à Luzay [La Planche]",21.2857142857143,78.9904761904762,-73.0528092597058,"inf à -60%","#e6550d","-73,1%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-73,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8222110",46.9525202,-0.191211,1077.66,"site",2023-09-04,"Le Thouet à Missé [Missé]",487.857142857143,912.469387755102,-46.5344098767641,"inf à -40%","#fd8d3c","-46,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-46,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8343010",46.9976116,-0.3565771,626.91,"site",2023-09-04,"L'Argenton à Massais [Moulin Bernard]",85,256.033333333333,-66.8011977607082,"inf à -60%","#e6550d","-66,8%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-66,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"L8523010",47.0972945,-0.0896217,785,"site",2023-09-04,"Le canal de la Dive à Pouançay [La Motte Bourbon]",296.285714285714,667.328571428571,-55.6012244985336,"inf à -40%","#fd8d3c","-55,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-55,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0014110",48.5477086,0.4405705,75.7,"site",2023-09-04,"L'Hoëne à la Mesnière [La Foulerie]",291.571428571429,329.233333333333,-11.4392745049825,"inf à 0%","#feedde","-11,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0050610",48.3858867,-0.0235329,908,"site",2023-09-04,"La Sarthe à Mieuxcé et à Saint-Céneri-le-Gérei",1251.85714285714,1228.00952380952,1.94197346073018,"0 et 15%","#eff3ff","+1,9%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+1,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0104010",48.3750758,-0.0918202,54,"site",2023-09-04,"L'Ornette à Saint-Pierre-des-Nids [Larray]",37.1428571428571,45.0687830687831,-17.5862878610004,"inf à -15%","#fdbe85","-17,6%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-17,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0114910",48.3306294,-0.1489876,118,"site",2023-09-04,"Le Merdereau à Saint-Paul-le-Gaultier [Chiantin]",175.571428571429,209.861904761905,-16.3395430101426,"inf à -15%","#fdbe85","-16,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-16,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0124010",48.2926908,-0.1000315,89,"site",2023-09-04,"La Vaudelle à Saint-Georges-le-Gaultier",189,231.957671957672,-18.5196167883212,"inf à -15%","#fdbe85","-18,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-18,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0134010",48.2735106,-0.03973,126,"site",2023-09-04,"L'Orthe à Douillet [Le Joly]",263.285714285714,354.72619047619,-25.7777628620331,"inf à -15%","#fdbe85","-25,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0153010",48.3073025,0.201462,104,"site",2023-09-04,"La Bienne à Thoiré-sous-Contensor",142,161.688775510204,-12.176958758007,"inf à 0%","#feedde","-12,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-12,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0243010",48.1596669,0.2049394,500,"site",2023-09-04,"L'Orne Saosnoise à Montbizot",563.285714285714,581.219047619048,-3.08546896506532,"inf à 0%","#feedde","-3,1%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-3,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0301510",48.4703079,0.56397,78.8,"site",2023-09-04,"L'Huisne à Réveillon [Moulin de Réveillon]",187.428571428571,255.16149068323,-26.5451181811545,"inf à -15%","#fdbe85","-26,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0361510",48.3184994,0.8138701,827,"site",2023-09-04,"L'Huisne à Nogent-le-Rotrou [Pont de bois]",2751.71428571429,3534.74761904762,-22.1524538021842,"inf à -15%","#fdbe85","-22,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-22,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0416010",48.0298187,0.5521997,45,"site",2023-09-04,"La Tortue à Saint-Michel-de-Chavaignes [L'Onglée]",152.857142857143,171.161904761905,-10.6944135321612,"inf à 0%","#feedde","-10,7%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0421510",48.0415996,0.4052995,1890,"site",2023-09-04,"L'Huisne à Montfort-le-Gesnois [La Pécardière]",5643.57142857143,6321.97619047619,-10.7308971350881,"inf à 0%","#feedde","-10,7%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0424810",48.0020285,0.4000332,167,"site",2023-09-04,"Le Narais à Saint-Mars-la-Brière",359.714285714286,446.180952380952,-19.3792823752907,"inf à -15%","#fdbe85","-19,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-19,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0434010",48.0400035,0.2948131,185,"site",2023-09-04,"La Vive Parence à Yvré-l'Évêque [Parence]",144.857142857143,198.438095238095,-27.0013438279899,"inf à -15%","#fdbe85","-27,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-27,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0500610",47.9126733,0.1447202,5420,"site",2023-09-04,"La Sarthe à Spay [Ecluse de Prélandon]",11325.5714285714,11819.9619047619,-4.18267402360514,"inf à 0%","#feedde","-4,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-4,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0504510",47.9362435,0.1990788,76,"site",2023-09-04,"Le Roule Crotte à Arnage [Gué Gilet]",77,71.1648351648352,8.19950586781959,"0 et 15%","#eff3ff","+8,2%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0514010",47.8874913,0.1516577,52,"site",2023-09-04,"Le Rhonne à Guécélard [La Soufflardière]",4.85714285714286,20.7238095238095,-76.5625,"inf à -60%","#e6550d","-76,6%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-76,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0525210",47.922894,0.0809719,59,"site",2023-09-04,"L'Orne Champenoise à Voivres-lès-le-Mans",72.1428571428571,91.3714285714286,-21.0444027517199,"inf à -15%","#fdbe85","-21,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0535010",47.9060047,-0.0432822,112,"site",2023-09-04,"La Gée à Fercé-sur-Sarthe [Planche Augis]",107.857142857143,183.909523809524,-41.3531498407602,"inf à -40%","#fd8d3c","-41,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-41,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0544010",47.8104221,-0.0847956,82,"site",2023-09-04,"La Vézanne à Malicorne-sur-Sarthe",25.4285714285714,42.9047619047619,-40.7325194228635,"inf à -40%","#fd8d3c","-40,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0556030",47.8708583,-0.2050503,83,"site",2023-09-04,"Les Deux Fonts à Avoise [Gué Avezel]",119.142857142857,159.780612244898,-25.4334706389502,"inf à -15%","#fdbe85","-25,4%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0566220",48.1108991,-0.0794983,22,"site",2023-09-04,"Le Berdin à Tennie",10.7142857142857,19.3666666666667,-44.6766658470619,"inf à -40%","#fd8d3c","-44,7%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0583020",47.8881203,-0.231496,401,"site",2023-09-04,"La Vègre à Asnières-sur-Vègre",486.571428571429,725.77619047619,-32.9584746707957,"inf à -15%","#fdbe85","-33,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-33,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0633010",47.897096,-0.3618321,380,"site",2023-08-17,"L'Erve à Auvers-le-Hamon [Moulin la Roche]",370.285714285714,460.861904761905,-19.6536510265446,"inf à -15%","#fdbe85","-19,7%","Débit moyen au 17 août 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-19,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0653110",47.8681027,-0.3802115,233,"site",2023-09-04,"La Vaige à Bouessay",30.5714285714286,75.2142857142857,-59.3542260208926,"inf à -40%","#fd8d3c","-59,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-59,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0674010",47.860604,-0.4404388,48,"site",2023-08-23,"La Taude à Saint-Brice",18.2857142857143,44.0428571428571,-58.4819980538436,"inf à -40%","#fd8d3c","-58,5%","Débit moyen au 23 août 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-58,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"M0680610",47.8031602,-0.3858969,7380,"site",2023-09-04,"La Sarthe à Saint-Denis-d'Anjou [Beffes]",11266.7142857143,13737.9666666667,-17.9884872406086,"inf à -15%","#fdbe85","-18,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-18,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1034020",48.2091359,1.3477346,268,"site",2023-09-04,"L'Ozanne à Trizay-lès-Bonneval [Prémoteux]",90.2857142857143,229.3,-60.6255061989907,"inf à -60%","#e6550d","-60,6%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-60,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1041610",48.151659,1.4177765,1160,"site",2023-09-04,"Le Loir à Saint-Maur-sur-le-Loir",228,596.895238095238,-61.802342279095,"inf à -60%","#e6550d","-61,8%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-61,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1073020",48.1210738,1.4521487,1440,"site",2023-09-04,"La Conie à Conie-Molitard",159.428571428571,851.434523809524,-81.2752986905853,"inf à -80%","#a63603","-81,3%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-81,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"M1114010",48.0308908,1.2577233,297,"site",2023-09-04,"L'Yerre à Saint-Hilaire-sur-Yerre [Bêchereau]",208.285714285714,301.846560846561,-30.9961611947625,"inf à -15%","#fdbe85","-31,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-31,0%</span> par rapport à la moyenne 1990-2020 à cette période."
